x,y,z,a,b,c,d,e,f,g,h,class
5,0,163443,80970,82473,124907,60605,64302,38536,20365,18171,2
5,0,84646,40837,43809,64561,30697,33864,20085,10140,9945,2
5,0,104905,48458,56447,78653,36196,42457,26252,12262,13990,2
5,0,16608,9312,7296,10472,5748,4724,6136,3564,2572,2
5,56,330086,168597,161489,305781,155375,150406,24305,13222,11083,2
5,56,30889,16081,14808,29221,15159,14062,1668,922,746,2
5,56,37551,19529,18022,35162,18223,16939,2389,1306,1083,2
5,56,40872,21165,19707,38077,19585,18492,2795,1580,1215,2
5,56,36173,18761,17412,33389,17271,16118,2784,1490,1294,2
5,56,31081,15614,15467,28783,14350,14433,2298,1264,1034,2
5,56,25860,13012,12848,23751,11976,11775,2109,1036,1073,2
5,56,22029,11161,10868,20013,10109,9904,2016,1052,964,2
5,56,20941,10508,10433,19085,9559,9526,1856,949,907,2
5,56,17754,9024,8730,16152,8136,8016,1602,888,714,2
5,56,15273,7770,7503,13842,6957,6885,1431,813,618,2
5,56,12832,6652,6180,11708,5985,5723,1124,667,457,2
5,56,9958,5048,4910,9243,4582,4661,715,466,249,2
5,56,11509,5621,5888,11005,5368,5637,504,253,251,2
5,56,6805,3365,3440,6474,3207,3267,331,158,173,2
5,56,4978,2472,2506,4692,2315,2377,286,157,129,2
5,56,2509,1289,1220,2362,1215,1147,147,74,73,2
5,56,2654,1291,1363,2466,1182,1284,188,109,79,2
5,56,418,234,184,356,196,160,62,38,24,2
5,57,391605,193991,197614,332209,160369,171840,59396,33622,25774,2
5,57,35937,19069,16868,31392,16596,14796,4545,2473,2072,2
5,57,40184,20911,19273,34341,17656,16685,5843,3255,2588,2
5,57,44204,22624,21580,38161,19271,18890,6043,3353,2690,2
5,57,41293,21003,20290,35236,17525,17711,6057,3478,2579,2
5,57,36521,16964,19557,30607,13621,16986,5914,3343,2571,2
5,57,31576,14798,16778,25478,11447,14031,6098,3351,2747,2
5,57,26701,13077,13624,21450,10129,11321,5251,2948,2303,2
5,57,24664,12221,12443,19956,9567,10389,4708,2654,2054,2
5,57,22196,10980,11216,18182,8543,9639,4014,2437,1577,2
5,57,19621,9629,9992,16294,7615,8679,3327,2014,1313,2
5,57,16848,8184,8664,14365,6694,7671,2483,1490,993,2
5,57,13083,6113,6970,11409,5083,6326,1674,1030,644,2
5,57,13218,6387,6831,12009,5733,6276,1209,654,555,2
5,57,9289,4390,4899,8493,3984,4509,796,406,390,2
5,57,7317,3465,3852,6718,3162,3556,599,303,296,2
5,57,3880,1829,2051,3570,1675,1895,310,154,156,2
5,57,4238,1842,2396,3830,1660,2170,408,182,226,2
5,57,835,505,330,718,408,310,117,97,20,2
5,58,242285,114589,127696,232360,108740,123620,9925,5849,4076,2
5,58,21800,11462,10338,21124,11092,10032,676,370,306,2
5,58,25715,13461,12254,24790,12920,11870,925,541,384,2
5,58,28519,14554,13965,27526,14022,13504,993,532,461,2
5,58,25905,12898,13007,24917,12318,12599,988,580,408,2
5,58,21601,9163,12438,20653,8594,12059,948,569,379,2
5,58,18308,7942,10366,17281,7338,9943,1027,604,423,2
5,58,15629,7055,8574,14730,6507,8223,899,548,351,2
5,58,15035,6791,8244,14230,6325,7905,805,466,339,2
5,58,12917,5980,6937,12231,5552,6679,686,428,258,2
5,58,11398,5129,6269,10789,4756,6033,609,373,236,2
5,58,10138,4504,5634,9664,4198,5466,474,306,168,2
5,58,8142,3404,4738,7869,3215,4654,273,189,84,2
5,58,9379,4271,5108,9177,4149,5028,202,122,80,2
5,58,6537,2908,3629,6398,2832,3566,139,76,63,2
5,58,5165,2304,2861,5073,2260,2813,92,44,48,2
5,58,2677,1223,1454,2621,1190,1431,56,33,23,2
5,58,2948,1292,1656,2841,1240,1601,107,52,55,2
5,58,472,248,224,446,232,214,26,16,10,2
5,59,618931,297986,320945,548792,259381,289411,70139,38605,31534,2
5,59,56739,29951,26788,51559,27189,24370,5180,2762,2418,2
5,59,68436,35959,32477,61466,32074,29392,6970,3885,3085,2
5,59,75138,38660,36478,67415,34351,33064,7723,4309,3414,2
5,59,68849,34005,34844,61440,29791,31649,7409,4214,3195,2
5,59,53782,23593,30189,46801,19705,27096,6981,3888,3093,2
5,59,45380,20172,25208,39167,16943,22224,6213,3229,2984,2
5,59,39339,18048,21291,33389,15067,18322,5950,2981,2969,2
5,59,37698,17590,20108,31774,14399,17375,5924,3191,2733,2
5,59,33401,15749,17652,28446,12945,15501,4955,2804,2151,2
5,59,28933,13695,15238,24945,11345,13600,3988,2350,1638,2
5,59,25379,11878,13501,22422,10099,12323,2957,1779,1178,2
5,59,19904,8914,10990,17896,7671,10225,2008,1243,765,2
5,59,22682,10160,12522,21382,9457,11925,1300,703,597,2
5,59,15661,7081,8580,14749,6612,8137,912,469,443,2
5,59,12581,5640,6941,11943,5334,6609,638,306,332,2
5,59,6942,3230,3712,6528,3033,3495,414,197,217,2
5,59,6849,3033,3816,6375,2816,3559,474,217,257,2
5,59,1238,628,610,1095,550,545,143,78,65,2
5,60,1696694,892199,804495,754753,392891,361862,941941,499308,442633,2
5,60,137774,72693,65081,68434,35684,32750,69340,37009,32331,2
5,60,156933,84038,72895,77213,40642,36571,79720,43396,36324,2
5,60,167882,90496,77386,81002,42883,38119,86880,47613,39267,2
5,60,175683,95753,79930,80943,43311,37632,94740,52442,42298,2
5,60,175063,91310,83753,77328,39440,37888,97735,51870,45865,2
5,60,155182,79238,75944,65856,33162,32694,89326,46076,43250,2
5,60,132014,68397,63617,55641,28429,27212,76373,39968,36405,2
5,60,122004,62487,59517,50997,26171,24826,71007,36316,34691,2
5,60,102221,52977,49244,41302,21679,19623,60919,31298,29621,2
5,60,89807,47175,42632,36059,18843,17216,53748,28332,25416,2
5,60,71671,38141,33530,28615,15002,13613,43056,23139,19917,2
5,60,56734,28750,27984,23501,11641,11860,33233,17109,16124,2
5,60,54482,28365,26117,25366,13306,12060,29116,15059,14057,2
5,60,36156,19567,16589,15864,8748,7116,20292,10819,9473,2
5,60,25919,14004,11915,11316,6072,5244,14603,7932,6671,2
5,60,13761,7087,6674,5649,2976,2673,8112,4111,4001,2
5,60,17557,8406,9151,7487,3680,3807,10070,4726,5344,2
5,60,5851,3315,2536,2180,1222,958,3671,2093,1578,2
5,61,687271,326829,360442,574568,268029,306539,112703,58800,53903,2
5,61,56984,30026,26958,48628,25571,23057,8356,4455,3901,2
5,61,67637,35178,32459,56886,29291,27595,10751,5887,4864,2
5,61,76575,39320,37255,64869,32867,32002,11706,6453,5253,2
5,61,74266,37469,36797,62087,30665,31422,12179,6804,5375,2
5,61,58033,25524,32509,46746,19534,27212,11287,5990,5297,2
5,61,47270,20116,27154,37810,15641,22169,9460,4475,4985,2
5,61,43999,19830,24169,35104,15623,19481,8895,4207,4688,2
5,61,42649,19548,23101,34280,15494,18786,8369,4054,4315,2
5,61,38575,17698,20877,31222,13983,17239,7353,3715,3638,2
5,61,34960,16207,18753,28575,12851,15724,6385,3356,3029,2
5,61,32338,14827,17511,27031,12021,15010,5307,2806,2501,2
5,61,26888,12047,14841,22901,9852,13049,3987,2195,1792,2
5,61,27603,12765,14838,24600,11138,13462,3003,1627,1376,2
5,61,20626,9414,11212,18624,8356,10268,2002,1058,944,2
5,61,17114,7481,9633,15618,6742,8876,1496,739,757,2
5,61,9828,4250,5578,8921,3832,5089,907,418,489,2
5,61,11048,4658,6390,9929,4173,5756,1119,485,634,2
5,61,878,471,407,737,395,342,141,76,65,2
5,62,483439,239306,244133,413834,202930,210904,69605,36376,33229,2
5,62,43412,23975,19437,37985,20824,17161,5427,3151,2276,2
5,62,49073,26441,22632,41749,22242,19507,7324,4199,3125,2
5,62,52906,27704,25202,45230,23345,21885,7676,4359,3317,2
5,62,49280,25482,23798,41443,21068,20375,7837,4414,3423,2
5,62,41913,19430,22483,35297,16045,19252,6616,3385,3231,2
5,62,36910,17133,19777,30773,14356,16417,6137,2777,3360,2
5,62,32813,15593,17220,27173,12953,14220,5640,2640,3000,2
5,62,30470,14323,16147,25386,11908,13478,5084,2415,2669,2
5,62,28291,13446,14845,24014,11380,12634,4277,2066,2211,2
5,62,25175,11887,13288,21422,9977,11445,3753,1910,1843,2
5,62,22604,10943,11661,19549,9279,10270,3055,1664,1391,2
5,62,17793,8197,9596,15580,7008,8572,2213,1189,1024,2
5,62,18099,8599,9500,16536,7817,8719,1563,782,781,2
5,62,12442,6017,6425,11326,5446,5880,1116,571,545,2
5,62,9851,4571,5280,9042,4186,4856,809,385,424,2
5,62,5512,2538,2974,5035,2313,2722,477,225,252,2
5,62,6216,2654,3562,5700,2453,3247,516,201,315,2
5,62,679,373,306,594,330,264,85,43,42,2
5,63,259898,124326,135572,250819,119615,131204,9079,4711,4368,2
5,63,24445,12950,11495,23803,12606,11197,642,344,298,2
5,63,27137,13921,13216,26263,13442,12821,874,479,395,2
5,63,29092,14777,14315,28168,14267,13901,924,510,414,2
5,63,26961,13714,13247,25952,13146,12806,1009,568,441,2
5,63,21272,9294,11978,20411,8870,11541,861,424,437,2
5,63,18581,7954,10627,17810,7593,10217,771,361,410,2
5,63,16589,7444,9145,15824,7057,8767,765,387,378,2
5,63,16260,7311,8949,15567,6982,8585,693,329,364,2
5,63,14482,6591,7891,13865,6287,7578,617,304,313,2
5,63,13238,6173,7065,12726,5902,6824,512,271,241,2
5,63,11653,5480,6173,11215,5216,5999,438,264,174,2
5,63,9839,4422,5417,9552,4275,5277,287,147,140,2
5,63,11028,5205,5823,10778,5078,5700,250,127,123,2
5,63,7216,3471,3745,7056,3396,3660,160,75,85,2
5,63,5514,2590,2924,5384,2539,2845,130,51,79,2
5,63,3025,1427,1598,2953,1389,1564,72,38,34,2
5,63,3397,1518,1879,3324,1486,1838,73,32,41,2
5,63,169,84,85,168,84,84,1,6,1,2
5,64,622506,291081,331425,560192,257359,302833,62314,33722,28592,2
5,64,55170,28687,26483,51366,26617,24749,3804,2070,1734,2
5,64,62586,32050,30536,57777,29488,28289,4809,2562,2247,2
5,64,70771,35973,34798,65337,33017,32320,5434,2956,2478,2
5,64,69317,33684,35633,62708,30015,32693,6609,3669,2940,2
5,64,52038,22527,29511,44942,18374,26568,7096,4153,2943,2
5,64,41713,17646,24067,35930,14530,21400,5783,3116,2667,2
5,64,37950,16806,21144,32610,13905,18705,5340,2901,2439,2
5,64,37658,16824,20834,32692,14221,18471,4966,2603,2363,2
5,64,34611,15659,18952,30214,13295,16919,4397,2364,2033,2
5,64,31019,13859,17160,27237,11895,15342,3782,1964,1818,2
5,64,28559,12986,15573,25478,11282,14196,3081,1704,1377,2
5,64,23982,10384,13598,21698,9146,12552,2284,1238,1046,2
5,64,27017,11905,15112,25320,11049,14271,1697,856,841,2
5,64,18455,8153,10302,17326,7603,9723,1129,550,579,2
5,64,14385,6536,7849,13599,6144,7455,786,392,394,2
5,64,7692,3400,4292,7207,3177,4030,485,223,262,2
5,64,8904,3597,5307,8225,3322,4903,679,275,404,2
5,64,679,405,274,526,279,247,153,126,27,2
5,65,259648,131125,128523,221305,110842,110463,38343,20283,18060,2
5,65,25004,13383,11621,21898,11684,10214,3106,1699,1407,2
5,65,29895,15730,14165,25904,13518,12386,3991,2212,1779,2
5,65,31848,16331,15517,27486,14024,13462,4362,2307,2055,2
5,65,27603,14383,13220,23242,12003,11239,4361,2380,1981,2
5,65,22473,11235,11238,18653,9228,9425,3820,2007,1813,2
5,65,20093,9676,10417,16918,8068,8850,3175,1608,1567,2
5,65,17166,8496,8670,14397,7130,7267,2769,1366,1403,2
5,65,16667,7942,8725,13919,6590,7329,2748,1352,1396,2
5,65,14364,7240,7124,11876,5964,5912,2488,1276,1212,2
5,65,12525,6351,6174,10330,5134,5196,2195,1217,978,2
5,65,10088,5042,5046,8389,4059,4330,1699,983,716,2
5,65,8361,3887,4474,7236,3241,3995,1125,646,479,2
5,65,9190,4597,4593,8266,4130,4136,924,467,457,2
5,65,5571,2683,2888,4965,2374,2591,606,309,297,2
5,65,4191,1967,2224,3745,1750,1995,446,217,229,2
5,65,2078,990,1088,1879,893,986,199,97,102,2
5,65,2434,1136,1298,2131,1009,1122,303,127,176,2
5,65,97,56,41,71,43,28,26,13,13,2
5,66,954605,493666,460939,582871,299257,283614,371734,194409,177325,2
5,66,85338,44920,40418,54479,28572,25907,30859,16348,14511,2
5,66,95335,50232,45103,60889,31950,28939,34446,18282,16164,2
5,66,102103,53986,48117,64333,33586,30747,37770,20400,17370,2
5,66,103405,54781,48624,62634,32994,29640,40771,21787,18984,2
5,66,94692,48516,46176,55651,28165,27486,39041,20351,18690,2
5,66,81675,40627,41048,48167,23675,24492,33508,16952,16556,2
5,66,70335,35823,34512,41395,21065,20330,28940,14758,14182,2
5,66,66697,33618,33079,39140,19632,19508,27557,13986,13571,2
5,66,56202,28929,27273,33150,17004,16146,23052,11925,11127,2
5,66,49861,25713,24148,29488,15114,14374,20373,10599,9774,2
5,66,39708,20963,18745,23639,12344,11295,16069,8619,7450,2
5,66,30292,15215,15077,18581,9073,9508,11711,6142,5569,2
5,66,28803,15004,13799,18566,9672,8894,10237,5332,4905,2
5,66,18837,9646,9191,12093,6091,6002,6744,3555,3189,2
5,66,13368,6844,6524,8863,4512,4351,4505,2332,2173,2
5,66,7010,3517,3493,4592,2302,2290,2418,1215,1203,2
5,66,9035,4274,4761,6009,2848,3161,3026,1426,1600,2
5,66,1909,1058,851,1202,658,544,707,400,307,2
5,67,1648902,858783,790119,1062142,550470,511672,586760,308313,278447,2
5,67,155863,81836,74027,102343,53691,48652,53520,28145,25375,2
5,67,181511,96161,85350,118072,62412,55660,63439,33749,29690,2
5,67,201649,106586,95063,133272,70122,63150,68377,36464,31913,2
5,67,201030,106686,94344,129564,68411,61153,71466,38275,33191,2
5,67,168034,87566,80468,104427,54222,50205,63607,33344,30263,2
5,67,134527,68188,66339,83014,41838,41176,51513,26350,25163,2
5,67,115610,57961,57649,72965,36241,36724,42645,21720,20925,2
5,67,111419,56996,54423,70627,36030,34597,40792,20966,19826,2
5,67,90638,47460,43178,57386,29802,27584,33252,17658,15594,2
5,67,74703,39779,34924,46510,24635,21875,28193,15144,13049,2
5,67,54650,29327,25323,34227,18149,16078,20423,11178,9245,2
5,67,43716,21174,22542,28268,13139,15129,15448,8035,7413,2
5,67,45123,23435,21688,31302,16275,15027,13821,7160,6661,2
5,67,27585,14056,13529,19353,9859,9494,8232,4197,4035,2
5,67,19089,10023,9066,13579,7228,6351,5510,2795,2715,2
5,67,8552,4154,4398,6145,2976,3169,2407,1178,1229,2
5,67,13508,6424,7084,9672,4647,5025,3836,1777,2059,2
5,67,1695,971,724,1416,793,623,279,178,101,2
5,68,1890422,1005295,885127,1197328,633784,563544,693094,371511,321583,2
5,68,195509,103955,91554,135061,71652,63409,60448,32303,28145,2
5,68,216808,116568,100240,150070,80397,69673,66738,36171,30567,2
5,68,223784,121098,102686,154542,83238,71304,69242,37860,31382,2
5,68,224345,119864,104481,149343,78551,70792,75002,41313,33689,2
5,68,193565,103878,89687,117728,62283,55445,75837,41595,34242,2
5,68,153109,80861,72248,87799,46710,41089,65310,34151,31159,2
5,68,128126,65736,62390,74465,37675,36790,53661,28061,25600,2
5,68,123338,64675,58663,73695,38364,35331,49643,26311,23332,2
5,68,101057,53798,47259,60612,32490,28122,40445,21308,19137,2
5,68,82864,44615,38249,47683,25931,21752,35181,18684,16497,2
5,68,60690,33097,27593,33772,18709,15063,26918,14388,12530,2
5,68,49769,24310,25459,27632,13036,14596,22137,11274,10863,2
5,68,50923,26906,24017,30484,16091,14393,20439,10815,9624,2
5,68,33579,17661,15918,20381,10332,10049,13198,7329,5869,2
5,68,23971,13073,10898,15335,8361,6974,8636,4712,3924,2
5,68,11180,5903,5277,7099,3726,3373,4081,2177,1904,2
5,68,16117,8333,7784,10664,5680,4984,5453,2653,2800,2
5,68,1688,964,724,963,558,405,725,406,319,2
6,0,25351462,13494734,11856728,16509359,8774006,7735353,8842103,4720728,4121375,2
6,0,2362519,1283789,1078730,1602923,870623,732300,759596,413166,346430,2
6,0,2498757,1371825,1126932,1679882,920472,759410,818875,451353,367522,2
6,0,2668678,1474136,1194542,1812859,996086,816773,855819,478050,377769,2
6,0,2677390,1487548,1189842,1799991,994391,805600,877399,493157,384242,2
6,0,2567486,1372799,1194687,1658579,889577,769002,908907,483222,425685,2
6,0,2231959,1178340,1053619,1384241,737729,646512,847718,440611,407107,2
6,0,1893591,976844,916747,1174200,605409,568791,719391,371435,347956,2
6,0,1761863,912717,849146,1097613,569510,528103,664250,343207,321043,2
6,0,1505950,790581,715369,947369,495956,451413,558581,294625,263956,2
6,0,1241814,655749,586065,765054,403338,361716,476760,252411,224349,2
6,0,965228,510688,454540,590288,310495,279793,374940,200193,174747,2
6,0,750938,374209,376729,462888,224344,238544,288050,149865,138185,2
6,0,844349,413958,430391,573957,276636,297321,270392,137322,133070,2
6,0,504439,255270,249169,343427,171739,171688,161012,83531,77481,2
6,0,374161,188304,185857,260398,130774,129624,113763,57530,56233,2
6,0,196217,97692,98525,136964,68101,68863,59253,29591,29662,2
6,0,274589,133397,141192,198145,97815,100330,76444,35582,40862,2
6,0,31534,16888,14646,20581,11011,9570,10953,5877,5076,2
6,69,561293,299679,261614,248063,133153,114910,313230,166526,146704,2
6,69,46043,24642,21401,22589,12046,10543,23454,12596,10858,2
6,69,50326,27288,23038,23702,12868,10834,26624,14420,12204,2
6,69,53025,29298,23727,25304,13911,11393,27721,15387,12334,2
6,69,51584,28517,23067,24384,13240,11144,27200,15277,11923,2
6,69,54745,29406,25339,25512,13518,11994,29233,15888,13345,2
6,69,53355,27987,25368,23471,12625,10846,29884,15362,14522,2
6,69,46752,24280,22472,19570,10429,9141,27182,13851,13331,2
6,69,43620,22763,20857,18207,9772,8435,25413,12991,12422,2
6,69,36599,19607,16992,15222,8252,6970,21377,11355,10022,2
6,69,30105,16377,13728,12136,6754,5382,17969,9623,8346,2
6,69,23658,12437,11221,8717,4748,3969,14941,7689,7252,2
6,69,19016,9986,9030,6639,3422,3217,12377,6564,5813,2
6,69,18786,9299,9487,7774,3819,3955,11012,5480,5532,2
6,69,12598,6691,5907,5231,2710,2521,7367,3981,3386,2
6,69,8857,4733,4124,3861,2042,1819,4996,2691,2305,2
6,69,4668,2488,2180,1973,1016,957,2695,1472,1223,2
6,69,6023,3057,2966,2962,1556,1406,3061,1501,1560,2
6,69,1533,823,710,809,425,384,724,398,326,2
6,70,1128350,598703,529647,627576,331703,295873,500774,267000,233774,2
6,70,89510,49305,40205,52470,29110,23360,37040,20195,16845,2
6,70,94872,53127,41745,54992,31004,23988,39880,22123,17757,2
6,70,100432,56826,43606,59209,33515,25694,41223,23311,17912,2
6,70,110758,61045,49713,65483,35870,29613,45275,25175,20100,2
6,70,116232,60611,55621,64579,32902,31677,51653,27709,23944,2
6,70,106055,55711,50344,55698,28693,27005,50357,27018,23339,2
6,70,88568,45862,42706,46737,23761,22976,41831,22101,19730,2
6,70,82358,42252,40106,44530,22675,21855,37828,19577,18251,2
6,70,72855,37253,35602,39741,20304,19437,33114,16949,16165,2
6,70,64345,33878,30467,33696,17768,15928,30649,16110,14539,2
6,70,50087,26284,23803,25614,13517,12097,24473,12767,11706,2
6,70,40011,20311,19700,20258,10096,10162,19753,10215,9538,2
6,70,41344,20577,20767,23277,11498,11779,18067,9079,8988,2
6,70,26171,13256,12915,14817,7459,7358,11354,5797,5557,2
6,70,19641,10018,9623,11445,5988,5457,8196,4030,4166,2
6,70,10429,5215,5214,5971,2978,2993,4458,2237,2221,2
6,70,14002,6774,7228,8722,4355,4367,5280,2419,2861,2
6,70,680,398,282,337,210,127,343,188,155,2
6,71,1214205,646718,567487,741376,393957,347419,472829,252761,220068,2
6,71,103224,56422,46802,66330,36262,30068,36894,20160,16734,2
6,71,109017,60246,48771,69341,38245,31096,39676,22001,17675,2
6,71,119376,66458,52918,76265,42113,34152,43111,24345,18766,2
6,71,127817,71474,56343,80934,44843,36091,46883,26631,20252,2
6,71,126631,66914,59717,77049,40311,36738,49582,26603,22979,2
6,71,108748,57130,51618,63802,33548,30254,44946,23582,21364,2
6,71,90975,46695,44280,54139,27544,26595,36836,19151,17685,2
6,71,85597,44075,41522,51575,26594,24981,34022,17481,16541,2
6,71,76437,39595,36842,45997,23997,22000,30440,15598,14842,2
6,71,64699,34357,30342,36532,19761,16771,28167,14596,13571,2
6,71,49723,26344,23379,26775,14016,12759,22948,12328,10620,2
6,71,39654,20156,19498,22260,10946,11314,17394,9210,8184,2
6,71,43597,21856,21741,27535,13666,13869,16062,8190,7872,2
6,71,25252,12874,12378,15631,8021,7610,9621,4853,4768,2
6,71,19159,9965,9194,11834,6261,5573,7325,3704,3621,2
6,71,10177,5238,4939,6239,3222,3017,3938,2016,1922,2
6,71,13824,6761,7063,9006,4542,4464,4818,2219,2599,2
6,71,298,158,140,132,65,67,166,93,73,2
6,72,964655,510976,453679,685430,361020,324410,279225,149956,129269,2
6,72,82249,45215,37034,61213,33601,27612,21036,11614,9422,2
6,72,85476,47475,38001,63178,35083,28095,22298,12392,9906,2
6,72,92433,52781,39652,67398,38054,29344,25035,14727,10308,2
6,72,101895,57326,44569,72497,40130,32367,29398,17196,12202,2
6,72,103442,53295,50147,71138,36308,34830,32304,16987,15317,2
6,72,86539,44579,41960,60707,31094,29613,25832,13485,12347,2
6,72,71429,36446,34983,50616,25810,24806,20813,10636,10177,2
6,72,67589,34489,33100,47834,24516,23318,19755,9973,9782,2
6,72,60903,31155,29748,42827,21917,20910,18076,9238,8838,2
6,72,50909,26775,24134,34539,18235,16304,16370,8540,7830,2
6,72,38587,20168,18419,25268,13189,12079,13319,6979,6340,2
6,72,30979,15294,15685,20391,9693,10698,10588,5601,4987,2
6,72,35085,17445,17640,25254,12239,13015,9831,5206,4625,2
6,72,20417,10247,10170,14920,7399,7521,5497,2848,2649,2
6,72,15188,7799,7389,11154,5727,5427,4034,2072,1962,2
6,72,7943,3879,4064,5998,2897,3101,1945,982,963,2
6,72,12017,5780,6237,9383,4545,4838,2634,1235,1399,2
6,72,1575,828,747,1115,583,532,460,245,215,2
6,73,1074304,571003,503301,838293,445931,392362,236011,125072,110939,2
6,73,98357,53668,44689,78095,42596,35499,20262,11072,9190,2
6,73,101663,55912,45751,80113,43979,36134,21550,11933,9617,2
6,73,111341,61997,49344,88319,48865,39454,23022,13132,9890,2
6,73,115813,64753,51060,90773,50607,40166,25040,14146,10894,2
6,73,110863,59260,51603,85876,46191,39685,24987,13069,11918,2
6,73,92157,49174,42983,70963,38188,32775,21194,10986,10208,2
6,73,77660,39942,37718,60163,31110,29053,17497,8832,8665,2
6,73,73047,37744,35303,56339,29353,26986,16708,8391,8317,2
6,73,63723,33138,30585,48928,25453,23475,14795,7685,7110,2
6,73,51383,26763,24620,38579,20142,18437,12804,6621,6183,2
6,73,39517,20579,18938,29530,15310,14220,9987,5269,4718,2
6,73,31623,14811,16812,24079,11049,13030,7544,3762,3782,2
6,73,41019,19847,21172,32913,15781,17132,8106,4066,4040,2
6,73,24637,12389,12248,19850,9991,9859,4787,2398,2389,2
6,73,17967,9146,8821,14506,7461,7045,3461,1685,1776,2
6,73,8830,4471,4359,7160,3639,3521,1670,832,838,2
6,73,12727,6362,6365,10490,5359,5131,2237,1003,1234,2
6,73,1977,1047,930,1617,857,760,360,190,170,2
6,74,1505324,797712,707612,1050514,557110,493404,454810,240602,214208,2
6,74,138362,75461,62901,100761,54790,45971,37601,20671,16930,2
6,74,142439,78957,63482,102678,56740,45938,39761,22217,17544,2
6,74,153060,85137,67923,110604,61256,49348,42456,23881,18575,2
6,74,157663,87425,70238,113937,62863,51074,43726,24562,19164,2
6,74,157928,82427,75501,110872,57827,53045,47056,24600,22456,2
6,74,135520,70967,64553,92429,48772,43657,43091,22195,20896,2
6,74,112201,57454,54747,76598,39394,37204,35603,18060,17543,2
6,74,104746,54345,50401,71669,37404,34265,33077,16941,16136,2
6,74,89197,46005,43192,60881,31630,29251,28316,14375,13941,2
6,74,74265,38971,35294,48498,25727,22771,25767,13244,12523,2
6,74,56516,29514,27002,35736,18677,17059,20780,10837,9943,2
6,74,45187,22036,23151,28746,13619,15127,16441,8417,8024,2
6,74,50922,25032,25890,35612,17274,18338,15310,7758,7552,2
6,74,31039,15739,15300,21751,10934,10817,9288,4805,4483,2
6,74,22436,11442,10994,15974,8208,7766,6462,3234,3228,2
6,74,11551,5660,5891,8189,4049,4140,3362,1611,1751,2
6,74,17033,8386,8647,12326,6204,6122,4707,2182,2525,2
6,74,5259,2754,2505,3253,1742,1511,2006,1012,994,2
6,75,1205437,646857,558580,650352,349642,300710,555085,297215,257870,2
6,75,117908,64042,53866,66176,36113,30063,51732,27929,23803,2
6,75,125014,68365,56649,68916,37831,31085,56098,30534,25564,2
6,75,131451,73076,58375,73066,40427,32639,58385,32649,25736,2
6,75,130630,73051,57579,72093,39953,32140,58537,33098,25439,2
6,75,126101,67661,58440,68185,36844,31341,57916,30817,27099,2
6,75,107971,57386,50585,55836,30181,25655,52135,27205,24930,2
6,75,89134,46052,43082,46059,23939,22120,43075,22113,20962,2
6,75,83196,43356,39840,42773,22443,20330,40423,20913,19510,2
6,75,69586,36992,32594,35794,19160,16634,33792,17832,15960,2
6,75,56848,30222,26626,28330,15024,13306,28518,15198,13320,2
6,75,43473,23229,20244,22067,11646,10421,21406,11583,9823,2
6,75,33363,16950,16413,17394,8579,8815,15969,8371,7598,2
6,75,34671,17327,17344,19948,9738,10210,14723,7589,7134,2
6,75,20708,10659,10049,12142,6270,5872,8566,4389,4177,2
6,75,15253,8004,7249,9091,4828,4263,6162,3176,2986,2
6,75,7827,4015,3812,4745,2441,2304,3082,1574,1508,2
6,75,11949,6276,5673,7534,4107,3427,4415,2169,2246,2
6,75,354,194,160,203,118,85,151,76,75,2
6,76,1450001,781299,668702,996637,538750,457887,453364,242549,210815,2
6,76,131531,73078,58453,92543,51389,41154,38988,21689,17299,2
6,76,139770,77989,61781,97288,54123,43165,42482,23866,18616,2
6,76,149734,83654,66080,105473,58543,46930,44261,25111,19150,2
6,76,155325,86501,68824,109494,60635,48859,45831,25866,19965,2
6,76,150360,81351,69009,103171,56658,46513,47189,24693,22496,2
6,76,128481,68783,59698,86222,46990,39232,42259,21793,20466,2
6,76,105709,55637,50072,70955,37863,33092,34754,17774,16980,2
6,76,98086,50991,47095,65116,34253,30863,32970,16738,16232,2
6,76,85217,45422,39795,56842,30637,26205,28375,14785,13590,2
6,76,71204,37903,33301,46899,25114,21785,24305,12789,11516,2
6,76,58140,30737,27403,38504,20262,18242,19636,10475,9161,2
6,76,45826,23570,22256,30516,15422,15094,15310,8148,7162,2
6,76,48341,23776,24565,33962,16524,17438,14379,7252,7127,2
6,76,28685,14465,14220,20253,10085,10168,8432,4380,4052,2
6,76,22691,11526,11165,16629,8383,8246,6062,3143,2919,2
6,76,11930,6101,5829,8752,4493,4259,3178,1608,1570,2
6,76,17705,9165,8540,13281,7019,6262,4424,2146,2278,2
6,76,1266,650,616,737,357,380,529,293,236,2
6,77,1334152,713006,621146,1028569,550519,478050,305583,162487,143096,2
6,77,117140,63686,53454,91573,49721,41852,25567,13965,11602,2
6,77,128837,70338,58499,100508,54760,45748,28329,15578,12751,2
6,77,143719,78790,64929,112717,61392,51325,31002,17398,13604,2
6,77,148805,82665,66140,115935,64150,51785,32870,18515,14355,2
6,77,134678,74269,60409,102276,57103,45173,32402,17166,15236,2
6,77,110906,60339,50567,83710,46092,37618,27196,14247,12949,2
6,77,95474,49261,46213,73163,38025,35138,22311,11236,11075,2
6,77,92293,47687,44606,70925,37092,33833,21368,10595,10773,2
6,77,81688,42606,39082,62069,32580,29489,19619,10026,9593,2
6,77,66249,34959,31290,49227,26026,23201,17022,8933,8089,2
